id_interacao,data_inicio,categoria,status_final,prioridade,canal,tempo_primeira_resposta,data_fim,tempo_total,origem,qtd_transferencias,FCR,NPS,id_atendente,turno,volume_dia
7799,2020-06-19,Product inquiry,Closed,Medium,Social media,1551820.7833333334,2020-06-19 00:00:00,0.0,Social media,0,1,5,AT016,Tarde (14-22h),1571
7800,2021-05-28,Cancellation request,Open,Low,Email,0.0,2021-05-30 19:00:00,4020.0,Email,0,1,9,AT025,Noite (22-06h),2424
7801,2021-07-15,Billing inquiry,Closed,Critical,Social media,988732.8333333334,2021-07-15 00:00:00,0.0,Social media,0,1,5,AT022,Noite (22-06h),1859
7802,2021-08-07,Refund request,Open,Low,Chat,0.0,2021-08-10 15:00:00,5220.0,Chat,0,1,10,AT015,Noite (22-06h),1009
7803,2021-04-20,Refund request,Pending Customer Response,Low,Social media,1112011.9,2021-04-25 14:00:00,8040.0,Social media,0,1,8,AT020,Manhã (06-14h),2460
7804,2020-06-14,Cancellation request,Closed,Critical,Email,1559324.9166666667,2020-06-14 00:00:00,0.0,Email,1,0,5,AT011,Manhã (06-14h),1267
7805,2020-12-10,Cancellation request,Pending Customer Response,Medium,Social media,1301551.95,2020-12-13 23:00:00,5700.0,Social media,0,1,7,AT015,Manhã (06-14h),2364
7806,2021-05-08,Cancellation request,Closed,Low,Chat,1085906.95,2021-05-08 00:00:00,0.0,Chat,2,0,5,AT014,Tarde (14-22h),2058
7807,2020-07-29,Cancellation request,Open,High,Social media,0.0,2020-08-02 02:00:00,5880.0,Social media,0,1,7,AT021,Tarde (14-22h),1285
7808,2020-03-12,Refund request,Pending Customer Response,High,Social media,1693578.0166666666,2020-03-14 22:00:00,4200.0,Social media,1,0,8,AT010,Manhã (06-14h),1920
7809,2020-05-04,Technical issue,Pending Customer Response,Medium,Social media,1617266.0166666666,2020-05-10 04:00:00,8880.0,Social media,1,0,5,AT010,Tarde (14-22h),1343
7810,2020-03-09,Cancellation request,Pending Customer Response,Low,Social media,1697826.05,2020-03-11 03:00:00,3060.0,Social media,0,1,8,AT021,Noite (22-06h),1970
7811,2021-02-11,Technical issue,Open,Medium,Social media,0.0,2021-02-15 23:00:00,7140.0,Social media,0,1,6,AT009,Manhã (06-14h),1861
7812,2021-01-18,Technical issue,Pending Customer Response,High,Chat,1244844.1166666667,2021-01-24 05:00:00,8940.0,Chat,1,0,4,AT010,Noite (22-06h),2012
7813,2020-06-28,Technical issue,Closed,High,Chat,1538949.15,2020-06-28 00:00:00,0.0,Chat,0,1,5,AT008,Manhã (06-14h),2032
7814,2021-09-29,Billing inquiry,Open,Low,Email,0.0,2021-10-04 09:00:00,7740.0,Email,0,1,7,AT019,Tarde (14-22h),1383
7815,2020-08-01,Billing inquiry,Pending Customer Response,Medium,Phone,1490186.2,2020-08-03 04:00:00,3120.0,Phone,0,1,9,AT022,Tarde (14-22h),1243
7816,2020-03-29,Cancellation request,Pending Customer Response,Critical,Chat,1669244.2166666666,2020-04-04 18:00:00,9720.0,Chat,1,0,8,AT011,Tarde (14-22h),2487
7817,2021-11-18,Cancellation request,Open,Critical,Chat,0.0,2021-11-22 01:00:00,5820.0,Chat,1,0,2,AT014,Manhã (06-14h),1461
7818,2020-12-09,Product inquiry,Pending Customer Response,Critical,Phone,1302335.2666666666,2020-12-12 15:00:00,5220.0,Phone,0,1,8,AT011,Manhã (06-14h),1193
7819,2021-05-08,Product inquiry,Pending Customer Response,Critical,Email,1086544.3,2021-05-11 10:00:00,4920.0,Email,0,1,7,AT016,Noite (22-06h),1155
7820,2020-04-06,Technical issue,Pending Customer Response,High,Chat,1658429.3333333333,2020-04-11 04:00:00,7440.0,Chat,2,0,7,AT017,Manhã (06-14h),2103
7821,2020-07-05,Technical issue,Closed,Low,Social media,1528691.3666666667,2020-07-05 00:00:00,0.0,Social media,1,0,5,AT011,Noite (22-06h),1906
7822,2020-02-15,Billing inquiry,Open,High,Phone,0.0,2020-02-19 11:00:00,6420.0,Phone,0,1,8,AT009,Manhã (06-14h),1290
7823,2021-10-14,Refund request,Closed,High,Social media,857110.4,2021-10-14 00:00:00,0.0,Social media,0,1,5,AT007,Manhã (06-14h),943
7824,2020-07-16,Technical issue,Pending Customer Response,High,Email,1513377.4333333333,2020-07-21 13:00:00,7980.0,Email,0,1,10,AT017,Tarde (14-22h),1586
7825,2020-06-04,Billing inquiry,Open,Critical,Email,0.0,2020-06-10 04:00:00,8880.0,Email,0,1,9,AT003,Tarde (14-22h),1942
7826,2020-07-14,Billing inquiry,Pending Customer Response,Medium,Chat,1515748.4833333334,2020-07-20 09:00:00,9180.0,Chat,2,0,5,AT024,Manhã (06-14h),1721
7827,2020-06-22,Billing inquiry,Closed,Low,Email,1546821.4833333334,2020-06-22 00:00:00,0.0,Email,1,0,5,AT017,Tarde (14-22h),1019
7828,2021-03-13,Technical issue,Open,Medium,Social media,0.0,2021-03-19 16:00:00,9600.0,Social media,2,0,8,AT002,Manhã (06-14h),2310
7829,2021-11-16,Product inquiry,Pending Customer Response,Medium,Phone,809497.55,2021-11-17 13:00:00,2220.0,Phone,0,1,8,AT009,Tarde (14-22h),2202
7830,2021-05-18,Refund request,Pending Customer Response,High,Phone,1072693.5833333333,2021-05-20 09:00:00,3420.0,Phone,1,0,9,AT003,Manhã (06-14h),1033
7831,2020-10-18,Billing inquiry,Pending Customer Response,Medium,Email,1377093.6166666667,2020-10-19 13:00:00,2220.0,Email,0,1,10,AT014,Manhã (06-14h),1754
7832,2020-02-07,Technical issue,Pending Customer Response,High,Chat,1743506.6333333333,2020-02-11 01:00:00,5820.0,Chat,0,1,7,AT011,Tarde (14-22h),1775
7833,2020-08-15,Billing inquiry,Pending Customer Response,Low,Email,1470045.65,2020-08-18 13:00:00,5100.0,Email,0,1,9,AT018,Tarde (14-22h),2318
7834,2021-01-14,Cancellation request,Pending Customer Response,Low,Email,1250080.6833333333,2021-01-16 10:00:00,3480.0,Email,0,1,7,AT023,Tarde (14-22h),1588
7835,2020-08-31,Cancellation request,Closed,Low,Social media,1446226.7,2020-08-31 00:00:00,0.0,Social media,0,1,5,AT017,Noite (22-06h),2453
7836,2021-05-05,Product inquiry,Open,High,Email,0.0,2021-05-06 15:00:00,2340.0,Email,0,1,10,AT009,Tarde (14-22h),1471
7837,2021-04-25,Refund request,Pending Customer Response,High,Phone,1105218.7333333334,2021-04-27 09:00:00,3420.0,Phone,0,1,7,AT019,Tarde (14-22h),963
7838,2021-10-13,Technical issue,Closed,Low,Social media,858497.75,2021-10-13 00:00:00,0.0,Social media,0,1,5,AT015,Tarde (14-22h),1146
7839,2021-08-10,Billing inquiry,Pending Customer Response,Medium,Email,951395.7833333333,2021-08-12 16:00:00,3840.0,Email,1,0,9,AT006,Manhã (06-14h),1444
7840,2021-08-29,Technical issue,Open,Low,Chat,0.0,2021-09-01 09:00:00,4860.0,Chat,0,1,10,AT012,Tarde (14-22h),2262
7841,2021-10-24,Technical issue,Open,High,Email,0.0,2021-10-30 01:00:00,8700.0,Email,1,0,6,AT008,Manhã (06-14h),1978
7842,2021-06-28,Technical issue,Closed,Medium,Email,1012865.85,2021-06-28 00:00:00,0.0,Email,1,0,5,AT023,Manhã (06-14h),1079
7843,2021-01-11,Refund request,Closed,Critical,Phone,1255103.8666666667,2021-01-11 00:00:00,0.0,Phone,0,1,5,AT019,Manhã (06-14h),1581
7844,2021-12-12,Technical issue,Pending Customer Response,High,Social media,773123.9,2021-12-15 19:00:00,5460.0,Social media,1,0,7,AT020,Manhã (06-14h),1933
7845,2020-10-21,Technical issue,Pending Customer Response,Critical,Chat,1373451.9,2020-10-23 20:00:00,4080.0,Chat,1,0,6,AT007,Tarde (14-22h),924
7846,2020-05-25,Technical issue,Pending Customer Response,Low,Phone,1587695.9333333333,2020-05-30 19:00:00,8340.0,Phone,0,1,8,AT022,Noite (22-06h),2382
7847,2021-12-03,Product inquiry,Pending Customer Response,Critical,Email,785655.9666666667,2021-12-06 10:00:00,4920.0,Email,0,1,4,AT004,Tarde (14-22h),1857
7848,2020-12-03,Billing inquiry,Open,Low,Email,0.0,2020-12-04 12:00:00,2160.0,Email,0,1,8,AT010,Manhã (06-14h),964
7849,2020-04-29,Technical issue,Open,Low,Chat,0.0,2020-05-02 20:00:00,5520.0,Chat,1,0,6,AT025,Noite (22-06h),2045
7850,2021-02-07,Technical issue,Open,Medium,Social media,0.0,2021-02-12 10:00:00,7800.0,Social media,0,1,2,AT019,Tarde (14-22h),905
7851,2020-09-25,Cancellation request,Closed,Medium,Chat,1410856.0833333333,2020-09-25 00:00:00,0.0,Chat,0,1,5,AT023,Manhã (06-14h),1607
7852,2021-01-30,Product inquiry,Open,High,Email,0.0,2021-01-31 16:00:00,2400.0,Email,2,0,6,AT005,Manhã (06-14h),1198
7853,2020-08-06,Refund request,Pending Customer Response,Critical,Email,1483095.1333333333,2020-08-10 18:00:00,6840.0,Email,0,1,5,AT011,Manhã (06-14h),2464
7854,2021-02-17,Billing inquiry,Open,Critical,Social media,0.0,2021-02-23 16:00:00,9600.0,Social media,0,1,6,AT016,Manhã (06-14h),1284
7855,2021-09-10,Refund request,Open,Medium,Phone,0.0,2021-09-13 12:00:00,5040.0,Phone,1,0,5,AT006,Tarde (14-22h),2031
7856,2020-08-23,Technical issue,Open,Low,Phone,0.0,2020-08-28 17:00:00,8220.0,Phone,0,1,9,AT010,Tarde (14-22h),1143
7857,2021-02-10,Cancellation request,Open,Critical,Email,0.0,2021-02-12 03:00:00,3060.0,Email,0,1,2,AT008,Noite (22-06h),2336
7858,2021-05-19,Cancellation request,Pending Customer Response,Medium,Chat,1070363.25,2021-05-20 02:00:00,1560.0,Chat,1,0,8,AT023,Manhã (06-14h),1376
7859,2021-09-15,Refund request,Open,Critical,Chat,0.0,2021-09-18 05:00:00,4620.0,Chat,0,1,8,AT012,Tarde (14-22h),919
7860,2021-07-01,Refund request,Closed,Low,Chat,1009137.2666666667,2021-07-01 00:00:00,0.0,Chat,1,0,5,AT010,Noite (22-06h),1689
7861,2020-08-19,Refund request,Pending Customer Response,Critical,Phone,1463294.3,2020-08-21 19:00:00,4020.0,Phone,0,1,4,AT014,Manhã (06-14h),2163
7862,2021-08-27,Billing inquiry,Pending Customer Response,Medium,Phone,926559.3166666667,2021-08-30 11:00:00,4980.0,Phone,0,1,5,AT013,Tarde (14-22h),2282
7863,2021-08-14,Billing inquiry,Pending Customer Response,High,Phone,945190.35,2021-08-20 18:00:00,9720.0,Phone,0,1,8,AT016,Noite (22-06h),2261
7864,2020-11-10,Technical issue,Closed,Critical,Social media,1343936.3666666667,2020-11-10 00:00:00,0.0,Social media,1,0,5,AT022,Tarde (14-22h),1026
7865,2020-11-12,Product inquiry,Open,High,Chat,0.0,2020-11-13 05:00:00,1740.0,Chat,1,0,4,AT024,Tarde (14-22h),1248
7866,2021-07-25,Technical issue,Open,Medium,Phone,0.0,2021-07-31 13:00:00,9420.0,Phone,0,1,9,AT008,Noite (22-06h),1130
7867,2021-08-13,Billing inquiry,Open,Medium,Email,0.0,2021-08-14 08:00:00,1920.0,Email,0,1,2,AT016,Manhã (06-14h),1985
7868,2021-02-17,Product inquiry,Open,Low,Social media,0.0,2021-02-18 02:00:00,1560.0,Social media,0,1,8,AT021,Manhã (06-14h),2247
7869,2020-12-20,Billing inquiry,Pending Customer Response,Low,Chat,1286007.45,2020-12-26 13:00:00,9420.0,Chat,1,0,6,AT009,Tarde (14-22h),1407
7870,2020-07-18,Technical issue,Pending Customer Response,Low,Social media,1510028.4666666666,2020-07-20 11:00:00,3540.0,Social media,1,0,10,AT023,Manhã (06-14h),2386
7871,2020-01-09,Refund request,Open,High,Email,0.0,2020-01-13 16:00:00,6720.0,Email,1,0,8,AT020,Tarde (14-22h),2009
7872,2020-04-25,Billing inquiry,Pending Customer Response,Critical,Phone,1631104.5,2020-04-30 23:00:00,8580.0,Phone,1,0,10,AT019,Tarde (14-22h),2218
7873,2020-03-10,Technical issue,Open,High,Social media,0.0,2020-03-15 16:00:00,8160.0,Social media,0,1,7,AT016,Manhã (06-14h),1680
7874,2021-09-10,Product inquiry,Open,Medium,Chat,0.0,2021-09-16 01:00:00,8700.0,Chat,0,1,10,AT017,Manhã (06-14h),1531
7875,2021-03-13,Billing inquiry,Closed,Critical,Social media,1166881.6,2021-03-13 00:00:00,0.0,Social media,1,0,5,AT009,Manhã (06-14h),2281
7876,2020-04-17,Refund request,Open,Critical,Email,0.0,2020-04-19 06:00:00,3240.0,Email,0,1,4,AT022,Tarde (14-22h),1639
7877,2021-12-25,Refund request,Closed,Low,Phone,754562.65,2021-12-25 00:00:00,0.0,Phone,0,1,5,AT023,Tarde (14-22h),1746
7878,2021-07-01,Cancellation request,Closed,High,Chat,1008387.6833333333,2021-07-01 00:00:00,0.0,Chat,1,0,5,AT003,Manhã (06-14h),1856
7879,2021-01-03,Refund request,Open,Medium,Chat,0.0,2021-01-06 16:00:00,5280.0,Chat,0,1,5,AT022,Tarde (14-22h),1244
7880,2020-11-11,Technical issue,Pending Customer Response,Medium,Social media,1342447.7166666666,2020-11-16 13:00:00,7980.0,Social media,2,0,1,AT008,Tarde (14-22h),1107
7881,2020-08-18,Refund request,Pending Customer Response,High,Email,1465470.7333333334,2020-08-24 04:00:00,8880.0,Email,1,0,9,AT012,Tarde (14-22h),1162
7882,2020-08-27,Technical issue,Pending Customer Response,Low,Social media,1451842.7666666666,2020-08-30 11:00:00,4980.0,Social media,0,1,10,AT016,Tarde (14-22h),2465
7883,2020-04-21,Refund request,Closed,Low,Social media,1637056.8,2020-04-21 00:00:00,0.0,Social media,0,1,5,AT009,Tarde (14-22h),1615
7884,2020-04-18,Technical issue,Closed,Low,Phone,1641101.8333333333,2020-04-18 00:00:00,0.0,Phone,1,0,5,AT016,Tarde (14-22h),821
7885,2021-11-05,Cancellation request,Closed,Medium,Phone,826234.8666666667,2021-11-05 00:00:00,0.0,Phone,0,1,5,AT021,Noite (22-06h),1020
7886,2021-09-12,Refund request,Pending Customer Response,High,Chat,904061.8833333333,2021-09-13 18:00:00,2520.0,Chat,0,1,9,AT008,Noite (22-06h),2408
7887,2020-06-09,Refund request,Pending Customer Response,Low,Email,1566470.9166666667,2020-06-12 22:00:00,5640.0,Email,0,1,9,AT002,Manhã (06-14h),2216
7888,2020-08-21,Technical issue,Closed,Medium,Chat,1461306.95,2020-08-21 00:00:00,0.0,Chat,0,1,5,AT008,Manhã (06-14h),2306
7889,2020-11-10,Technical issue,Closed,Medium,Phone,1344090.95,2020-11-10 00:00:00,0.0,Phone,0,1,5,AT019,Tarde (14-22h),1524
7890,2020-07-22,Cancellation request,Pending Customer Response,Medium,Social media,1504554.9833333334,2020-07-25 18:00:00,5400.0,Social media,1,0,8,AT011,Noite (22-06h),2396
7891,2021-07-21,Refund request,Open,Medium,Phone,0.0,2021-07-27 10:00:00,9240.0,Phone,0,1,4,AT025,Manhã (06-14h),1310
7892,2021-06-19,Refund request,Pending Customer Response,Critical,Email,1026710.05,2021-06-22 11:00:00,4980.0,Email,0,1,6,AT010,Noite (22-06h),1889
7893,2021-07-21,Cancellation request,Open,Medium,Phone,0.0,2021-07-24 06:00:00,4680.0,Phone,1,0,3,AT020,Manhã (06-14h),1594
7894,2020-03-20,Product inquiry,Closed,High,Social media,1682247.0833333333,2020-03-20 00:00:00,0.0,Social media,0,1,5,AT025,Tarde (14-22h),2450
7895,2021-03-27,Product inquiry,Closed,Critical,Phone,1146948.1,2021-03-27 00:00:00,0.0,Phone,0,1,5,AT013,Noite (22-06h),2184
7896,2020-12-03,Refund request,Closed,Medium,Phone,1311737.1166666667,2020-12-03 00:00:00,0.0,Phone,0,1,5,AT008,Tarde (14-22h),2156
7897,2021-10-11,Cancellation request,Closed,Critical,Phone,862392.1166666667,2021-10-11 00:00:00,0.0,Phone,2,0,5,AT012,Tarde (14-22h),1407
7898,2021-03-26,Billing inquiry,Pending Customer Response,Low,Phone,1148922.1333333333,2021-03-27 16:00:00,2400.0,Phone,0,1,3,AT008,Manhã (06-14h),1256
7899,2020-04-20,Technical issue,Open,Low,Social media,0.0,2020-04-22 09:00:00,3420.0,Social media,0,1,4,AT025,Tarde (14-22h),1972
7900,2020-08-04,Product inquiry,Pending Customer Response,Critical,Phone,1485405.1666666667,2020-08-10 15:00:00,9540.0,Phone,0,1,10,AT006,Noite (22-06h),1603
7901,2020-04-26,Refund request,Open,Critical,Social media,0.0,2020-05-01 09:00:00,7740.0,Social media,2,0,9,AT006,Manhã (06-14h),1821
7902,2020-06-03,Cancellation request,Open,Medium,Phone,0.0,2020-06-08 12:00:00,7920.0,Phone,0,1,8,AT014,Noite (22-06h),1556
7903,2021-06-08,Refund request,Open,High,Chat,0.0,2021-06-13 22:00:00,8520.0,Chat,1,0,8,AT020,Tarde (14-22h),1235
7904,2020-02-09,Refund request,Closed,Medium,Email,1740403.25,2020-02-09 00:00:00,0.0,Email,0,1,5,AT011,Manhã (06-14h),1381
7905,2021-12-19,Technical issue,Closed,Medium,Chat,762836.2833333333,2021-12-19 00:00:00,0.0,Chat,0,1,5,AT004,Manhã (06-14h),2102
7906,2021-09-11,Refund request,Open,High,Chat,0.0,2021-09-17 19:00:00,9780.0,Chat,0,1,9,AT001,Tarde (14-22h),1254
7907,2021-08-02,Refund request,Closed,Critical,Chat,962486.3333333334,2021-08-02 00:00:00,0.0,Chat,0,1,5,AT009,Tarde (14-22h),1142
7908,2021-05-21,Refund request,Closed,Critical,Phone,1068016.35,2021-05-21 00:00:00,0.0,Phone,0,1,5,AT023,Manhã (06-14h),1474
7909,2020-12-31,Technical issue,Closed,Medium,Email,1271215.3833333333,2020-12-31 00:00:00,0.0,Email,0,1,5,AT025,Manhã (06-14h),2050
7910,2020-01-25,Refund request,Closed,Medium,Social media,1762497.4166666667,2020-01-25 00:00:00,0.0,Social media,3,0,5,AT003,Manhã (06-14h),1361
7911,2021-10-18,Technical issue,Closed,Low,Chat,851457.4333333333,2021-10-18 00:00:00,0.0,Chat,0,1,5,AT015,Manhã (06-14h),1512
7912,2021-09-05,Product inquiry,Open,Medium,Phone,0.0,2021-09-08 17:00:00,5340.0,Phone,0,1,8,AT010,Manhã (06-14h),1005
7913,2020-02-27,Product inquiry,Pending Customer Response,Critical,Social media,1714610.4666666666,2020-02-28 14:00:00,2280.0,Social media,0,1,6,AT019,Tarde (14-22h),2331
7914,2020-06-10,Technical issue,Open,Low,Phone,0.0,2020-06-13 07:00:00,4740.0,Phone,0,1,5,AT002,Manhã (06-14h),1175
7915,2021-01-10,Cancellation request,Open,Critical,Email,0.0,2021-01-12 10:00:00,3480.0,Email,1,0,6,AT009,Manhã (06-14h),858
7916,2021-03-21,Product inquiry,Pending Customer Response,Medium,Social media,1156075.5666666667,2021-03-25 17:00:00,6780.0,Social media,1,0,4,AT020,Noite (22-06h),2244
7917,2020-10-09,Cancellation request,Pending Customer Response,Critical,Phone,1389803.5666666667,2020-10-13 05:00:00,6060.0,Phone,0,1,6,AT021,Noite (22-06h),2075
7918,2020-04-03,Billing inquiry,Open,Medium,Phone,0.0,2020-04-05 11:00:00,3540.0,Phone,0,1,6,AT005,Manhã (06-14h),990
7919,2020-09-26,Product inquiry,Closed,Medium,Email,1409180.6166666667,2020-09-26 00:00:00,0.0,Email,0,1,5,AT017,Tarde (14-22h),813
7920,2021-09-13,Technical issue,Closed,Low,Email,902109.65,2021-09-13 00:00:00,0.0,Email,0,1,5,AT006,Manhã (06-14h),947
7921,2021-01-07,Technical issue,Closed,Critical,Chat,1261237.65,2021-01-07 00:00:00,0.0,Chat,0,1,5,AT009,Noite (22-06h),2199
7922,2021-07-24,Product inquiry,Open,High,Email,0.0,2021-07-28 14:00:00,6600.0,Email,0,1,3,AT003,Manhã (06-14h),911
7923,2021-04-19,Cancellation request,Closed,Low,Email,1113170.7,2021-04-19 00:00:00,0.0,Email,1,0,5,AT011,Noite (22-06h),1618
7924,2020-12-31,Cancellation request,Pending Customer Response,High,Email,1270215.7166666666,2021-01-04 13:00:00,6540.0,Email,0,1,8,AT020,Tarde (14-22h),1463
7925,2020-05-04,Cancellation request,Closed,High,Email,1617645.75,2020-05-04 00:00:00,0.0,Email,0,1,5,AT009,Tarde (14-22h),2213
7926,2020-09-28,Cancellation request,Closed,Low,Email,1406644.7833333334,2020-09-28 00:00:00,0.0,Email,0,1,5,AT001,Tarde (14-22h),938
7927,2021-12-21,Cancellation request,Open,Critical,Email,0.0,2021-12-26 05:00:00,7500.0,Email,1,0,9,AT011,Tarde (14-22h),2073
7928,2020-11-14,Technical issue,Pending Customer Response,Medium,Chat,1339135.8333333333,2020-11-20 04:00:00,8880.0,Chat,0,1,2,AT007,Tarde (14-22h),2000
7929,2021-02-05,Technical issue,Open,Low,Social media,0.0,2021-02-09 13:00:00,6540.0,Social media,0,1,5,AT007,Manhã (06-14h),2331
7930,2021-09-07,Technical issue,Closed,Low,Phone,911167.85,2021-09-07 00:00:00,0.0,Phone,1,0,5,AT007,Manhã (06-14h),1459
7931,2021-09-28,Refund request,Open,Medium,Email,0.0,2021-09-30 19:00:00,4020.0,Email,0,1,10,AT006,Manhã (06-14h),2234
7932,2021-04-21,Technical issue,Pending Customer Response,Medium,Email,1111435.9,2021-04-25 13:00:00,6540.0,Email,0,1,8,AT025,Manhã (06-14h),1073
7933,2020-05-11,Product inquiry,Pending Customer Response,Critical,Chat,1608212.9166666667,2020-05-14 12:00:00,5040.0,Chat,1,0,10,AT002,Noite (22-06h),1661
7934,2021-04-21,Cancellation request,Pending Customer Response,Medium,Social media,1110521.95,2021-04-23 14:00:00,3720.0,Social media,1,0,7,AT010,Manhã (06-14h),1041
7935,2021-07-22,Cancellation request,Closed,Critical,Email,978910.9666666667,2021-07-22 00:00:00,0.0,Email,1,0,5,AT017,Tarde (14-22h),982
7936,2020-08-28,Refund request,Open,Medium,Chat,0.0,2020-09-03 17:00:00,9660.0,Chat,1,0,7,AT011,Manhã (06-14h),1996
7937,2021-10-01,Technical issue,Open,Low,Social media,0.0,2021-10-06 10:00:00,7800.0,Social media,2,0,9,AT022,Tarde (14-22h),2430
7938,2020-11-10,Technical issue,Pending Customer Response,Low,Social media,1344924.05,2020-11-16 07:00:00,9060.0,Social media,1,0,9,AT004,Manhã (06-14h),959
7939,2021-10-28,Refund request,Pending Customer Response,Critical,Phone,837911.0666666667,2021-10-29 20:00:00,2640.0,Phone,1,0,7,AT023,Tarde (14-22h),1495
7940,2021-01-20,Technical issue,Closed,Low,Social media,1242548.1,2021-01-20 00:00:00,0.0,Social media,0,1,5,AT023,Manhã (06-14h),1337
7941,2020-06-18,Product inquiry,Pending Customer Response,Critical,Email,1552544.1166666667,2020-06-19 14:00:00,2280.0,Email,0,1,6,AT024,Tarde (14-22h),1337
7942,2020-07-14,Cancellation request,Pending Customer Response,Critical,Chat,1515346.15,2020-07-17 12:00:00,5040.0,Chat,0,1,10,AT003,Manhã (06-14h),1345
7943,2020-08-02,Technical issue,Open,High,Social media,0.0,2020-08-04 21:00:00,4140.0,Social media,1,0,3,AT003,Manhã (06-14h),2385
7944,2021-09-16,Billing inquiry,Open,Medium,Social media,0.0,2021-09-21 13:00:00,7980.0,Social media,1,0,5,AT019,Manhã (06-14h),882
7945,2020-09-19,Billing inquiry,Closed,Critical,Social media,1418801.2,2020-09-19 00:00:00,0.0,Social media,1,0,5,AT016,Noite (22-06h),1284
7946,2020-10-20,Refund request,Open,Critical,Phone,0.0,2020-10-25 12:00:00,7920.0,Phone,1,0,2,AT023,Tarde (14-22h),2463
7947,2021-09-01,Refund request,Pending Customer Response,High,Social media,918847.2333333333,2021-09-05 01:00:00,5820.0,Social media,1,0,8,AT014,Tarde (14-22h),870
7948,2020-07-18,Refund request,Closed,Medium,Email,1510293.2666666666,2020-07-18 00:00:00,0.0,Email,0,1,5,AT001,Manhã (06-14h),2466
7949,2020-12-08,Cancellation request,Closed,Medium,Phone,1303813.2666666666,2020-12-08 00:00:00,0.0,Phone,1,0,5,AT023,Tarde (14-22h),2140
7950,2020-09-18,Product inquiry,Open,Low,Social media,0.0,2020-09-23 16:00:00,8160.0,Social media,2,0,8,AT011,Manhã (06-14h),816
7951,2020-01-16,Product inquiry,Open,Medium,Email,0.0,2020-01-19 16:00:00,5280.0,Email,1,0,6,AT014,Manhã (06-14h),882
7952,2020-11-25,Cancellation request,Open,High,Social media,0.0,2020-11-26 13:00:00,2220.0,Social media,1,0,6,AT003,Tarde (14-22h),2170
7953,2021-07-22,Billing inquiry,Pending Customer Response,Medium,Phone,978373.3666666667,2021-07-24 20:00:00,4080.0,Phone,0,1,10,AT008,Manhã (06-14h),2362
7954,2020-01-24,Refund request,Closed,Critical,Phone,1763153.3833333333,2020-01-24 00:00:00,0.0,Phone,1,0,5,AT015,Manhã (06-14h),1198
7955,2020-12-17,Cancellation request,Pending Customer Response,High,Chat,1291250.4,2020-12-22 21:00:00,8460.0,Chat,0,1,6,AT008,Manhã (06-14h),1373
7956,2020-08-28,Refund request,Closed,Medium,Phone,1450590.4333333333,2020-08-28 00:00:00,0.0,Phone,0,1,5,AT010,Tarde (14-22h),2220
7957,2020-07-03,Billing inquiry,Closed,Low,Chat,1531689.45,2020-07-03 00:00:00,0.0,Chat,1,0,5,AT025,Tarde (14-22h),841
7958,2021-04-20,Technical issue,Pending Customer Response,Medium,Social media,1112078.4666666666,2021-04-24 20:00:00,6960.0,Social media,0,1,7,AT001,Manhã (06-14h),2248
7959,2021-03-12,Cancellation request,Open,Critical,Phone,0.0,2021-03-16 04:00:00,6000.0,Phone,0,1,9,AT010,Manhã (06-14h),1214
7960,2020-09-01,Technical issue,Open,Low,Phone,0.0,2020-09-07 21:00:00,9900.0,Phone,1,0,9,AT020,Noite (22-06h),2476
7961,2020-10-01,Technical issue,Closed,High,Phone,1401867.5333333334,2020-10-01 00:00:00,0.0,Phone,0,1,5,AT020,Tarde (14-22h),1454
7962,2020-03-03,Cancellation request,Open,Critical,Chat,0.0,2020-03-08 09:00:00,7740.0,Chat,0,1,6,AT015,Manhã (06-14h),981
7963,2021-02-09,Product inquiry,Pending Customer Response,Critical,Phone,1213455.6,2021-02-15 12:00:00,9360.0,Phone,0,1,7,AT004,Tarde (14-22h),2041
7964,2021-04-06,Billing inquiry,Pending Customer Response,Low,Chat,1132397.6166666667,2021-04-07 07:00:00,1860.0,Chat,1,0,7,AT022,Tarde (14-22h),2482
7965,2020-05-11,Refund request,Closed,Low,Chat,1607379.6333333333,2020-05-11 00:00:00,0.0,Chat,2,0,5,AT014,Manhã (06-14h),2066
7966,2021-05-14,Product inquiry,Pending Customer Response,Low,Social media,1077444.6666666667,2021-05-17 08:00:00,4800.0,Social media,1,0,10,AT005,Noite (22-06h),2123
7967,2021-06-20,Refund request,Pending Customer Response,High,Social media,1024134.7,2021-06-23 12:00:00,5040.0,Social media,1,0,9,AT023,Noite (22-06h),820
7968,2020-12-07,Refund request,Pending Customer Response,High,Phone,1305045.7166666666,2020-12-13 21:00:00,9900.0,Phone,0,1,10,AT014,Manhã (06-14h),2132
7969,2020-10-29,Refund request,Pending Customer Response,Critical,Phone,1361752.7333333334,2020-11-03 09:00:00,7740.0,Phone,2,0,9,AT017,Tarde (14-22h),1599
7970,2020-03-04,Technical issue,Closed,High,Email,1705500.7666666666,2020-03-04 00:00:00,0.0,Email,1,0,5,AT003,Manhã (06-14h),1155
7971,2020-07-02,Cancellation request,Open,Medium,Email,0.0,2020-07-03 11:00:00,2100.0,Email,0,1,2,AT006,Manhã (06-14h),1969
7972,2021-05-04,Cancellation request,Pending Customer Response,Medium,Phone,1092390.8,2021-05-08 15:00:00,6660.0,Phone,0,1,7,AT014,Manhã (06-14h),2230
